type    ,id          ,properties.mag     ,properties.place                                  ,properties.time ,properties.updated ,properties.tz ,properties.url                                                ,properties.detail                                                                   ,properties.felt ,properties.cdi ,properties.mmi ,properties.alert ,properties.status ,properties.tsunami ,properties.sig ,properties.net ,properties.code ,properties.ids                           ,properties.sources ,properties.types                                                                                   ,properties.nst ,properties.dmin ,properties.rms ,properties.gap ,properties.magType ,properties.type ,properties.title                                          ,geometry.type ,generated     ,url                                                                                                     ,title            ,status ,api    ,count ,geometry.coordinates.longitude ,geometry.coordinates.latitude ,geometry.coordinates.depth ,properties.time.datetime ,properties.updated.datetime ,metadata.generated.datetime
Feature ,us7000j2eh  ,4.4                ,"152 km W of Naze, Japan"                         ,  1672949978079 ,     1672952879040 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j2eh  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j2eh&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,           298 ,us             ,7000j2eh        ,",us7000j2eh,"                           ,",us,"             ,",origin,phase-data,"                                                                              ,          35.0 ,  1.328         ,  0.57         ,         84.0  ,mb                 ,earthquake      ,"M 4.4 - 152 km W of Naze, Japan"                         ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,127.953                        ,28.138                        ,127.162                    ,2023-01-05 20:19:38.079  ,2023-01-05 21:07:59.040     ,2023-01-07 15:00:34
Feature ,av91083283  ,-0.01              ,"10 km WNW of Dutch Harbor, Alaska"               ,  1672949961240 ,     1673048105900 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/av91083283  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91083283&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,             0 ,av             ,91083283        ,",av91083283,"                           ,",av,"             ,",origin,phase-data,"                                                                              ,           6.0 ,                ,  0.09         ,        121.0  ,ml                 ,earthquake      ,"M 0.0 - 10 km WNW of Dutch Harbor, Alaska"               ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-166.686833333333              ,53.9233333333333              ,5.07                       ,2023-01-05 20:19:21.240  ,2023-01-06 23:35:05.900     ,2023-01-07 15:00:34
Feature ,hv73296857  ,1.65               ,"5 km SW of Volcano, Hawaii"                      ,  1672949544510 ,     1672950301330 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296857  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296857&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            42 ,hv             ,73296857        ,",hv73296857,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          17.0 ,                ,  0.1          ,         71.0  ,md                 ,earthquake      ,"M 1.7 - 5 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.272166666667              ,19.4041666666667              ,0.73                       ,2023-01-05 20:12:24.510  ,2023-01-05 20:25:01.330     ,2023-01-07 15:00:34
Feature ,ak0238lnl5z ,1.5                ,"23 km WNW of Happy Valley, Alaska"               ,  1672949418631 ,     1672949557280 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ak0238lnl5z ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0238lnl5z&format=geojson ,                ,               ,               ,                 ,automatic         ,                 0 ,            35 ,ak             ,0238lnl5z       ,",ak0238lnl5z,"                          ,",ak,"             ,",origin,phase-data,"                                                                              ,               ,                ,  0.34         ,               ,ml                 ,earthquake      ,"M 1.5 - 23 km WNW of Happy Valley, Alaska"               ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-152.1099                      ,60.0325                       ,3.1                        ,2023-01-05 20:10:18.631  ,2023-01-05 20:12:37.280     ,2023-01-07 15:00:34
Feature ,hv73296847  ,0.54               ,"4 km SW of Volcano, Hawaii"                      ,  1672949397690 ,     1672950071280 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296847  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296847&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,             4 ,hv             ,73296847        ,",hv73296847,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          14.0 ,                ,  0.12         ,         69.0  ,md                 ,earthquake      ,"M 0.5 - 4 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.263833333333              ,19.4121666666667              ,1.41                       ,2023-01-05 20:09:57.690  ,2023-01-05 20:21:11.280     ,2023-01-07 15:00:34
Feature ,ci40153951  ,1.31               ,"4km SE of Home Gardens, CA"                      ,  1672949137950 ,     1673045029840 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153951  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153951&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            26 ,ci             ,40153951        ,",ci40153951,"                           ,",ci,"             ,",nearby-cities,origin,phase-data,scitech-link,"                                                   ,          18.0 ,  0.0482        ,  0.17         ,         67.0  ,ml                 ,quarry blast    ,"M 1.3 Quarry Blast - 4km SE of Home Gardens, CA"         ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-117.4883333                   ,33.8495                       ,-0.49                      ,2023-01-05 20:05:37.950  ,2023-01-06 22:43:49.840     ,2023-01-07 15:00:34
Feature ,ak0238llq9n ,2.1                ,"69 km SW of Nanwalek, Alaska"                    ,  1672948911635 ,     1672949046501 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ak0238llq9n ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0238llq9n&format=geojson ,                ,               ,               ,                 ,automatic         ,                 0 ,            68 ,ak             ,0238llq9n       ,",ak0238llq9n,"                          ,",ak,"             ,",origin,phase-data,"                                                                              ,               ,                ,  0.37         ,               ,ml                 ,earthquake      ,"M 2.1 - 69 km SW of Nanwalek, Alaska"                    ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-152.7567                      ,58.9008                       ,58.6                       ,2023-01-05 20:01:51.635  ,2023-01-05 20:04:06.501     ,2023-01-07 15:00:34
Feature ,hv73296827  ,1.85               ,"4 km SW of Volcano, Hawaii"                      ,  1672948732590 ,     1672950570080 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296827  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296827&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            53 ,hv             ,73296827        ,",hv73296827,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          18.0 ,                ,  0.09         ,         74.0  ,ml                 ,earthquake      ,"M 1.9 - 4 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.263333333333              ,19.4156666666667              ,1.71                       ,2023-01-05 19:58:52.590  ,2023-01-05 20:29:30.080     ,2023-01-07 15:00:34
Feature ,ak0238lbn5n ,1.8                ,"65 km N of Lake Minchumina, Alaska"              ,  1672948485716 ,     1672948633536 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ak0238lbn5n ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0238lbn5n&format=geojson ,                ,               ,               ,                 ,automatic         ,                 0 ,            50 ,ak             ,0238lbn5n       ,",ak0238lbn5n,"                          ,",ak,"             ,",origin,phase-data,"                                                                              ,               ,                ,  1.05         ,               ,ml                 ,earthquake      ,"M 1.8 - 65 km N of Lake Minchumina, Alaska"              ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-152.2294                      ,64.4715                       ,21.7                       ,2023-01-05 19:54:45.716  ,2023-01-05 19:57:13.536     ,2023-01-07 15:00:34
Feature ,us7000j2e7  ,4.4                ,Kyrgyzstan-Tajikistan border region               ,  1672948475351 ,     1672951963040 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j2e7  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j2e7&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,           298 ,us             ,7000j2e7        ,",us7000j2e7,"                           ,",us,"             ,",origin,phase-data,"                                                                              ,          31.0 ,  0.994         ,  0.66         ,        160.0  ,mb                 ,earthquake      ,M 4.4 - Kyrgyzstan-Tajikistan border region               ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,70.6581                        ,39.0263                       ,14.197                     ,2023-01-05 19:54:35.351  ,2023-01-05 20:52:43.040     ,2023-01-07 15:00:34
Feature ,hv73296812  ,1.16               ,"4 km SW of Volcano, Hawaii"                      ,  1672948328440 ,     1672949337470 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296812  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296812&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            21 ,hv             ,73296812        ,",hv73296812,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          10.0 ,                ,  0.09         ,         66.0  ,ml                 ,earthquake      ,"M 1.2 - 4 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.265166666667              ,19.4131666666667              ,0.74                       ,2023-01-05 19:52:08.440  ,2023-01-05 20:08:57.470     ,2023-01-07 15:00:34
Feature ,hv73296807  ,1.27               ,"4 km SW of Volcano, Hawaii"                      ,  1672948113540 ,     1672949560030 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296807  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296807&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            25 ,hv             ,73296807        ,",hv73296807,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          13.0 ,                ,  0.09         ,        101.0  ,ml                 ,earthquake      ,"M 1.3 - 4 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.259666666667              ,19.416                        ,1.56                       ,2023-01-05 19:48:33.540  ,2023-01-05 20:12:40.030     ,2023-01-07 15:00:34
Feature ,av91743326  ,-0.29              ,"83 km NW of Karluk, Alaska"                      ,  1672947653590 ,     1673045924240 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/av91743326  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91743326&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,             0 ,av             ,91743326        ,",av91743326,"                           ,",av,"             ,",origin,phase-data,"                                                                              ,           6.0 ,                ,  0.08         ,        182.0  ,ml                 ,earthquake      ,"M -0.3 - 83 km NW of Karluk, Alaska"                     ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.297666666667              ,58.171                        ,0.65                       ,2023-01-05 19:40:53.590  ,2023-01-06 22:58:44.240     ,2023-01-07 15:00:34
Feature ,ci40153943  ,1.18               ,"7km NE of Anza, CA"                              ,  1672947602550 ,     1672948260790 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153943  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153943&format=geojson  ,                ,               ,               ,                 ,automatic         ,                 0 ,            21 ,ci             ,40153943        ,",ci40153943,"                           ,",ci,"             ,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,"                                   ,          31.0 ,  0.02379       ,  0.23         ,         49.0  ,ml                 ,earthquake      ,"M 1.2 - 7km NE of Anza, CA"                              ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-116.6243333                   ,33.6008333                    ,14.41                      ,2023-01-05 19:40:02.550  ,2023-01-05 19:51:00.790     ,2023-01-07 15:00:34
Feature ,hv73296782  ,2.1                ,"5 km SW of Volcano, Hawaii"                      ,  1672947501590 ,     1672950144640 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296782  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296782&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            68 ,hv             ,73296782        ,",hv73296782,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          17.0 ,                ,  0.08         ,         91.0  ,ml                 ,earthquake      ,"M 2.1 - 5 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.275166666667              ,19.4106666666667              ,1.13                       ,2023-01-05 19:38:21.590  ,2023-01-05 20:22:24.640     ,2023-01-07 15:00:34
Feature ,av91083263  ,0.21               ,"16 km WNW of Ivanof Bay, Alaska"                 ,  1672947172600 ,     1673046740210 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/av91083263  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91083263&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,             1 ,av             ,91083263        ,",av91083263,"                           ,",av,"             ,",origin,phase-data,"                                                                              ,           5.0 ,                ,  0.09         ,        310.0  ,ml                 ,earthquake      ,"M 0.2 - 16 km WNW of Ivanof Bay, Alaska"                 ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-159.710166666667              ,55.9821666666667              ,25.06                      ,2023-01-05 19:32:52.600  ,2023-01-06 23:12:20.210     ,2023-01-07 15:00:34
Feature ,ci40153935  ,1.39               ,"12km SSW of Searles Valley, CA"                  ,  1672947040780 ,     1672947252933 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153935  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153935&format=geojson  ,                ,               ,               ,                 ,automatic         ,                 0 ,            30 ,ci             ,40153935        ,",ci40153935,"                           ,",ci,"             ,",nearby-cities,origin,phase-data,scitech-link,"                                                   ,          10.0 ,  0.0858        ,  0.16         ,        182.0  ,ml                 ,earthquake      ,"M 1.4 - 12km SSW of Searles Valley, CA"                  ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-117.4751667                   ,35.6718333                    ,4.87                       ,2023-01-05 19:30:40.780  ,2023-01-05 19:34:12.933     ,2023-01-07 15:00:34
Feature ,hv73296777  ,1.04               ,"5 km SW of Volcano, Hawaii"                      ,  1672947025030 ,     1672950523600 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296777  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296777&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            17 ,hv             ,73296777        ,",hv73296777,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          14.0 ,                ,  0.08         ,         88.0  ,ml                 ,earthquake      ,"M 1.0 - 5 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.274166666667              ,19.411                        ,1.07                       ,2023-01-05 19:30:25.030  ,2023-01-05 20:28:43.600     ,2023-01-07 15:00:34
Feature ,av91083258  ,-0.09              ,"81 km NNW of Karluk, Alaska"                     ,  1672947023920 ,     1673046317190 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/av91083258  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91083258&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,             0 ,av             ,91083258        ,",av91083258,"                           ,",av,"             ,",origin,phase-data,"                                                                              ,           5.0 ,                ,  0.11         ,        156.0  ,ml                 ,earthquake      ,"M -0.1 - 81 km NNW of Karluk, Alaska"                    ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-154.95                        ,58.254                        ,5.16                       ,2023-01-05 19:30:23.920  ,2023-01-06 23:05:17.190     ,2023-01-07 15:00:34
Feature ,hv73296772  ,0.93               ,"6 km SW of Volcano, Hawaii"                      ,  1672946760920 ,     1672950654730 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296772  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296772&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            13 ,hv             ,73296772        ,",hv73296772,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,           8.0 ,                ,  0.06         ,        130.0  ,md                 ,earthquake      ,"M 0.9 - 6 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.287333333333              ,19.4088333333333              ,0.95                       ,2023-01-05 19:26:00.920  ,2023-01-05 20:30:54.730     ,2023-01-07 15:00:34
Feature ,ak0238l58qc ,0.5                ,"82 km NNW of Karluk, Alaska"                     ,  1672946699296 ,     1673045046150 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ak0238l58qc ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0238l58qc&format=geojson ,                ,               ,               ,                 ,automatic         ,                 0 ,             4 ,ak             ,0238l58qc       ,",av91743311,ak0238l58qc,"               ,",av,ak,"          ,",origin,phase-data,"                                                                              ,               ,                ,  0.41         ,               ,ml                 ,earthquake      ,"M 0.5 - 82 km NNW of Karluk, Alaska"                     ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-154.9518                      ,58.2568                       ,3.9                        ,2023-01-05 19:24:59.296  ,2023-01-06 22:44:06.150     ,2023-01-07 15:00:34
Feature ,ak0238l56xt ,1.5                ,"11 km NW of Willow, Alaska"                      ,  1672946676177 ,     1672946762796 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/ak0238l56xt ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0238l56xt&format=geojson ,                ,               ,               ,                 ,automatic         ,                 0 ,            35 ,ak             ,0238l56xt       ,",ak0238l56xt,"                          ,",ak,"             ,",origin,phase-data,"                                                                              ,               ,                ,  0.21         ,               ,ml                 ,earthquake      ,"M 1.5 - 11 km NW of Willow, Alaska"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-150.1872                      ,61.8202                       ,13.1                       ,2023-01-05 19:24:36.177  ,2023-01-05 19:26:02.796     ,2023-01-07 15:00:34
Feature ,hv73296767  ,1.82               ,"6 km SW of Volcano, Hawaii"                      ,  1672946573120 ,     1672950914130 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296767  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296767&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            51 ,hv             ,73296767        ,",hv73296767,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          18.0 ,                ,  0.07         ,        111.0  ,ml                 ,earthquake      ,"M 1.8 - 6 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.286166666667              ,19.4091666666667              ,1.39                       ,2023-01-05 19:22:53.120  ,2023-01-05 20:35:14.130     ,2023-01-07 15:00:34
Feature ,uu60529197  ,1.02               ,"58 km N of Kelly, Wyoming"                       ,  1672946518680 ,     1672950338370 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/uu60529197  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60529197&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            16 ,uu             ,60529197        ,",uu60529197,"                           ,",uu,"             ,",origin,phase-data,"                                                                              ,           8.0 ,  0.123         ,  0.13         ,        156.0  ,md                 ,earthquake      ,"M 1.0 - 58 km N of Kelly, Wyoming"                       ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-110.5073333                   ,44.1418333                    ,9.94                       ,2023-01-05 19:21:58.680  ,2023-01-05 20:25:38.370     ,2023-01-07 15:00:34
Feature ,uu60032364  ,1.0                ,"58 km N of Kelly, Wyoming"                       ,  1672946494420 ,     1672950556580 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/uu60032364  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60032364&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            15 ,uu             ,60032364        ,",uu60032364,"                           ,",uu,"             ,",origin,phase-data,"                                                                              ,           8.0 ,  0.1267        ,  0.1          ,        157.0  ,md                 ,earthquake      ,"M 1.0 - 58 km N of Kelly, Wyoming"                       ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-110.5038333                   ,44.1385                       ,3.96                       ,2023-01-05 19:21:34.420  ,2023-01-05 20:29:16.580     ,2023-01-07 15:00:34
Feature ,us7000j2dx  ,4.2                ,"10 km NNW of Hacienda La Calera, Chile"          ,  1672945699016 ,     1673029978210 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j2dx  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j2dx&format=geojson  ,            9.0 ,           4.1 ,               ,                 ,reviewed          ,                 0 ,           275 ,us             ,7000j2dx        ,",us7000j2dx,"                           ,",us,"             ,",dyfi,origin,phase-data,"                                                                         ,          31.0 ,  0.461         ,  0.23         ,        104.0  ,mwr                ,earthquake      ,"M 4.2 - 10 km NNW of Hacienda La Calera, Chile"          ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-71.2575                       ,-32.6982                      ,57.995                     ,2023-01-05 19:08:19.016  ,2023-01-06 18:32:58.210     ,2023-01-07 15:00:34
Feature ,hv73296727  ,0.81               ,"5 km SW of Volcano, Hawaii"                      ,  1672945633910 ,     1672950846740 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296727  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296727&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            10 ,hv             ,73296727        ,",hv73296727,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          13.0 ,                ,  0.07         ,         78.0  ,ml                 ,earthquake      ,"M 0.8 - 5 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.271833333333              ,19.4141666666667              ,1.18                       ,2023-01-05 19:07:13.910  ,2023-01-05 20:34:06.740     ,2023-01-07 15:00:34
Feature ,hv73296717  ,0.92               ,"6 km SW of Volcano, Hawaii"                      ,  1672945430460 ,     1672953981470 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/hv73296717  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73296717&format=geojson  ,                ,               ,               ,                 ,reviewed          ,                 0 ,            13 ,hv             ,73296717        ,",hv73296717,"                           ,",hv,"             ,",origin,phase-data,"                                                                              ,          11.0 ,                ,  0.07         ,         66.0  ,ml                 ,earthquake      ,"M 0.9 - 6 km SW of Volcano, Hawaii"                      ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-155.27                        ,19.3988333333333              ,0.93                       ,2023-01-05 19:03:50.460  ,2023-01-05 21:26:21.470     ,2023-01-07 15:00:34
Feature ,nc73829036  ,1.15               ,"6km W of Cobb, CA"                               ,  1672945252180 ,     1672951276412 ,              ,https://earthquake.usgs.gov/earthquakes/eventpage/nc73829036  ,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73829036&format=geojson  ,                ,               ,               ,                 ,automatic         ,                 0 ,            20 ,nc             ,73829036        ,",nc73829036,"                           ,",nc,"             ,",nearby-cities,origin,phase-data,scitech-link,"                                                   ,           8.0 ,  0.01203       ,  0.0          ,         84.0  ,md                 ,earthquake      ,"M 1.2 - 6km W of Cobb, CA"                               ,Point         ,1673103634000 ,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-05&endtime=2023-01-06 ,USGS Earthquakes ,   200 ,1.13.6 ,  271 ,-122.7876663                   ,38.8240013                    ,1.6                        ,2023-01-05 19:00:52.180  ,2023-01-05 20:41:16.412     ,2023-01-07 15:00:34
